uniq_id,image_id,caption,image
25348,277431,A red train on the track in between two buildings. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000277431.jpg
110542,230164,Living room picture with lots of white furniture and blue drapes looking into another room with a piano and TV.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000230164.jpg
50772,379630,A living room filled with furniture and a flat screen TV mounted on the wall.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000379630.jpg
130347,175952,Someone snow skiing in a beautiful snowy area,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000175952.jpg
358299,352462,A girl flies her kite in a yard.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000352462.jpg
518469,71970,A group of stacked cows that are standing on the concrete.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000071970.jpg
748425,561464,Three people are drinking at the bar as the bar tender stands near. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000561464.jpg
654013,405543,A hot dog in a bun is on a plate on a wood surface.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000405543.jpg
606891,573001,A herd of zebras walks through the underbrush. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000573001.jpg
443478,192277,A little girl is sitting on a bed and looking out the window.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000192277.jpg
680506,26376,there is a black stove and wood cabinets in this kitchen,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000026376.jpg
394360,175798,Man with a tie and messy hair at a party.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000175798.jpg
81303,402308,An old fashioned steam engine is sitting on the tracks.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000402308.jpg
137478,85657,A herd of sheep walking around a man next to a hillside.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000085657.jpg
607001,402916,A young man holding a tennis racquet on a tennis court.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000402916.jpg
735807,5669,The stop sign post is covered with deep snow. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000005669.jpg
303521,189648,A table topped different plates and bowls of foods.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000189648.jpg
707627,246491,A big Tv in a very long and cluttered room.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000246491.jpg
427239,163030,A black and white animal eating garbage next to a brick building.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000163030.jpg
46391,572252,Two professional-looking men in suits pose at the camera.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000572252.jpg
665570,88759,"A kitchen with a sink, washing machine, multiple cleaning supplies and shelves in it.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000088759.jpg
207245,395241,A woman holding her hand to her face next to a man.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000395241.jpg
277597,290204,Black striped cat sitting on top of a toilet seat,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000290204.jpg
346425,420939,A girl is on skis while a dog stands behind her.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000420939.jpg
748489,181680,A clock that is hanging on the side of a building.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000181680.jpg
83737,101467,A woman jumping high on the tennis court and swining a tennis racket,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000101467.jpg
804137,556473,An old photograph of a Trans World Airlines airplane,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000556473.jpg
441043,71126,A man and woman examine a motorcycle near some tents.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000071126.jpg
737111,81942,a fire hydrant sits on a brick side walk ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000081942.jpg
106211,92315,A brown christmas teddy bear reading a book.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000092315.jpg
132749,456412,"BIG SCREEN TV SET, A COUCH, AND A FAN",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000456412.jpg
29427,146420,A man hitting a tennis ball with a tennis racquet.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000146420.jpg
194694,465353,There is a building with green umbrellas and people walking outside.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000465353.jpg
250814,458857,Some gentlemen standing by a stop sign beside some kind of construction.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000458857.jpg
633515,251511,A person surfing on a wave and falling off.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000251511.jpg
354641,546147,A group of people gathered around in chairs with a laptop.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000546147.jpg
503757,263589,A store with a giant yellow sign above it.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000263589.jpg
393249,4131,a little league r  looking down at the dirt,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000004131.jpg
577755,166556,a couple of guys are in the ocean with surfboards,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000166556.jpg
518657,417295,a man sitting at a table drinking some wine from a glass ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000417295.jpg
482395,52320,A pair of crooked scissors sitting on top of some pictures.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000052320.jpg
423195,516541,Woman with green hair in ornate costume eating slice of pizza.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000516541.jpg
297673,49798,a pizza with several ingredients sitting on a white plate,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000049798.jpg
300977,496097,A counter top and some chairs in a kitchen.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000496097.jpg
296500,409338,"New, unused kitchen with an island suitable for stools.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000409338.jpg
69848,222506,A crowd of people sitting at tables covered with umbrellas.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000222506.jpg
462073,515773,A small white stuffed bear on a blanket.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000515773.jpg
289081,386304,A woman with a baby strapped to her chest getting ready to eat breakfast.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000386304.jpg
653311,289107,Two giraffes standing in front of a group of trees. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000289107.jpg
734487,148479,A plastic bag is filled with fresh produce.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000148479.jpg
803596,433259,A large bowl of soup next to two sandwiches.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000433259.jpg
605940,282692,People like to have fun with oranges and tangerines by making smiles. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000282692.jpg
792473,577532,"A bathroom with a sink, toilet, towel rack and trash can.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000577532.jpg
676813,508840,A small boy throwing a pitch in a ball park. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000508840.jpg
204288,214385,"A young child standing on two skis and waving with one hand, while other people are in a line behind her.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000214385.jpg
740252,415588,A small horse is walking in the grass behind a large horse.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000415588.jpg
241147,377585,A skateboarder takes on a cone obstacle course.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000377585.jpg
569881,350681,A white and purple bus parked in a parking lot.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000350681.jpg
28013,274724,A Santa clause smoking a cigarette in front of a restaurant.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000274724.jpg
331904,416284,"A bathroom with lights, a table with basin bowls under the faucet.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000416284.jpg
98020,110780,A man riding a surfboard along a wave.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000110780.jpg
40310,520679,A bicycle secured to a fence railing overlooking a river.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000520679.jpg
776718,381990,Two kayaks sitting on the sand near the water.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000381990.jpg
289027,191858,A woman in a vest and tie standing with her arms crossed and holding a colored square.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000191858.jpg
701179,166766,A pan full of grease cooking donuts on top of a stove top.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000166766.jpg
706359,33888,A stop sign in the road with the sun setting in the background.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000033888.jpg
666942,20765,A pink flower is blooming on a green plant,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000020765.jpg
559633,549373,"Empty boxes, pots of flowers and a fire hydrant stand on the road.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000549373.jpg
782132,74159,Nice suburban area with shade under a few trees,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000074159.jpg
25631,518321,A man leaning against a stove in  a kitchen.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000518321.jpg
542847,87091,a white building some people and a clock on a gray pole,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000087091.jpg
518546,181626,A bird that is sitting on top of a rock.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000181626.jpg
638038,127268,A baseball pitcher about to pitch from the mound.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000127268.jpg
44887,450776,Three men are on a boat besides other men on a boat.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000450776.jpg
197020,509397,A man with a tennis racket running across a court,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000509397.jpg
530616,556418,A woman holding a purple umbrella in front of a man in a suit coat.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000556418.jpg
136838,86993,A woman sitting at a table enjoying a pizza.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000086993.jpg
344042,539404,"A small kitchen with a sink, oven and microwave.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000539404.jpg
343811,283766,a airplane parked on a runway next to other ones.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000283766.jpg
420630,243354,Boy in jeans and white shirt skateboarding down the street.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000243354.jpg
146203,345090,A motorcycle parked in front of a brick building.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000345090.jpg
587709,269432,A vase with a plane on top of a tile floor.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000269432.jpg
64946,323467,a white bench along side a small river,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000323467.jpg
812484,269726,A girl lying on a bed looking at the camera ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000269726.jpg
677809,418595,A bathroom in need of repair has a hole in the wall and insulation showing.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000418595.jpg
366094,21246,"This hot dog in a bun includes ketchup, onions and diced pickles.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000021246.jpg
438125,532535,"A living area with chair, sofa and television.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000532535.jpg
561430,343823,THERE ARE SHEEPS THAT ARE WALKING IN THE GRASS,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000343823.jpg
512503,488191,A very big knife laying on top of a cake.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000488191.jpg
404170,246609,"An small empty room with a bed, a desk and a task chair.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000246609.jpg
358298,121647,Pizza on a plate next to a wine glass and a book.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000121647.jpg
340702,148546,several ponies eating grass and walking in a field,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000148546.jpg
241965,402905,A street with umbrellas and various signage in front of buildings.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000402905.jpg
110644,352233,Some pictures hanging up in a home bathroom.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000352233.jpg
124165,197690,A baseball player holding a bat during a game.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000197690.jpg
323389,409066,The rustic cabin is clean and ready for its guests. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000409066.jpg
8619,468503,Ambulance in route to hospital on a busy London street.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000468503.jpg
407797,548013,Yellow and grey train cars on tracks next to road.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000548013.jpg
444101,414984,The semi truck in riding on the street alone.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000414984.jpg
456329,428787,A couple of stuffed bears sitting on a toy horse.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000428787.jpg
90514,488792,Two men on horseback and a man with carrots feeding the horses.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000488792.jpg
458267,232049,A couple of baseball players that are in the grass.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000232049.jpg
307612,144599,A woman sitting on a bench next to a man in a hat.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000144599.jpg
459113,254132,there is a small kitten that has fallen asleep on the bed,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000254132.jpg
226076,459951,A couple of women standing on a baseball field.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000459951.jpg
422327,434771,Several donuts on a baking sheet before they are cooked.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000434771.jpg
130265,450707,Two people sitting in front of a store window.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000450707.jpg
408699,302527,The man is smiling with a colorful phone.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000302527.jpg
126925,342185,A skateboarder is in mid air of a wooden box jump.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000342185.jpg
284620,354381,A cat sleeping on top of a bed curled up in a ball.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000354381.jpg
61464,223560,a toilet and a wash area and windows,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000223560.jpg
266333,511522,A woman carrying a large cake in a back yard.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000511522.jpg
28546,126687,An orange truck in a parking lock next to a red sports car.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000126687.jpg
755669,297895,A man skiing down a snowy mountain top hill,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000297895.jpg
549798,534060,A kitchen with counter tops and wooden cabinets.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000534060.jpg
572590,543391,A dog catching a yellow frisbee in it's mouth.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000543391.jpg
300422,465123,A woman placing a slice of cake on  a plate,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000465123.jpg
473102,565446,A group of people walking along a beach.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000565446.jpg
639792,428055,A bench sitting between two brick walls in a park.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000428055.jpg
461182,546097,A group of children and their teacher posing for a class photo. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000546097.jpg
615617,307916,a dog on seawater near the shoreline at the beach ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000307916.jpg
513352,369792,There is a toilet sitting under a small ledge and a bulls-eye above it.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000369792.jpg
97604,233630,A young man riding a skateboard down a sidewalk.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000233630.jpg
360561,485099,The refrigerator has messages for various mmembers of the family.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000485099.jpg
201158,248203,A christmas tree ornament fashioned to look like baseball player.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000248203.jpg
23884,511577,Sun shines through the window in a darkened bathroom.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000511577.jpg
409736,285691,A conveyor belt covered in donuts in a kitchen.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000285691.jpg
11354,168531,A bath tub and toilet sitting outside on the grass.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000168531.jpg
448190,194200,A batter is at home plate as another is in the practice box.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000194200.jpg
166432,93083,An older woman adjusting the tie on a younger man.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000093083.jpg
602992,568640,A man baking bread while standing near a tent.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000568640.jpg
691482,245204,A man brushes his hair with brush with an actor's face on it. ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000245204.jpg
186174,312943,A small baby giraffe next to a big giraffe.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000312943.jpg
152309,439702,A couple of guys wearing skis and a snowboard.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000439702.jpg
205512,189983,A tall giraffe standing in a forest with lots of leaves.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000189983.jpg
397240,513210,Some jets are flying through the sky with colored trailes,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000513210.jpg
205545,471113,A group of four baseball players sitting in a dugout.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000471113.jpg
538469,552383,An elephant with one tusk walking through a field.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000552383.jpg
672123,212682,A woman riding a surfboard with a child.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000212682.jpg
203042,278714,a living room with two couches and a christmas tree,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000278714.jpg
124124,468284,A little blonde girl holding a tennis racquet on a tennis court.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000468284.jpg
288120,534000,A man sitting alone at the dining table or breakfast nook.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000534000.jpg
4833,316542,A group of men stand on the steps for a picture.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000316542.jpg
320860,126625,A woman sits outside on a patio drinking a glass of red wine.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000126625.jpg
505842,279025,A view of a bunch of wild animals in the open.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000279025.jpg
575498,381117,A stylish person stands in front of a parking meter.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000381117.jpg
587691,69302,"A plate of food with broccoli, potatoes, carrots and meat on it. ",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000069302.jpg
100918,170390,A black and white photo of an empty city street,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000170390.jpg
587753,172405,A cat is curled up next to some paperwork.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000172405.jpg
411739,237363,A man is surfing in a shallow part of the ocean.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000237363.jpg
479275,144554,A banana tree filled with lots of unripe bananas.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000144554.jpg
632235,133510,A baseball player holding a bat while standing next to home plate.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000133510.jpg
469993,21313,"A black, brown and white cat laying on a desk next to black keyboard.",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000021313.jpg
124019,481732,A large transport train traveling through rural country side.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000481732.jpg
212435,142563,Man in cowboy hat mounted on a horse.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000142563.jpg
626265,529545,An old and new view of a building which has a restaurant on the front.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000529545.jpg
225494,521649,Two boys in a backyard playing a game of soccer.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000521649.jpg
34665,522119,a group of people stand on a side walk near a city bus ,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000522119.jpg
541311,27769,"A plate with meat, broccoli and a fork on top of a table",https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000027769.jpg
790130,243019,A woman smiling as she cut a large pizza.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000243019.jpg
532398,537875,A person riding a snowboard down a snow covered slope.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000537875.jpg
486870,278100,A man on a motorcycle flying a flag on back,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000278100.jpg
759581,288262,The stop sign has a sticker that says driving.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000288262.jpg
50378,415946,A man standing next to a  beautiful girl while holding ski poles.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000415946.jpg
314851,313577,a woman holding a surf board in the water,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000313577.jpg
109840,281217,A large silver truck with a tractor parked on it's flat bed.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000281217.jpg
267898,326663,A large clock mounted in the face of a tall building.,https://modelscope.oss-cn-beijing.aliyuncs.com/open_data/coco_2014_caption/train/COCO_train2014_000000326663.jpg
